I_real,I_imag,V_real,V_imag
475.8640288332977,162.66166933713185,4.25787,0
460.6119303602812,159.26453393890156,4.25149,0
449.6687771599015,154.51056767586766,4.23636,0
441.45559522561035,155.42480411119092,4.2522,0
431.5663685260262,153.2666116062403,4.2469,0
428.025094162925,151.62895069154573,4.24412,0
421.37943769228207,150.8495574376543,4.2372,0
423.87572450888763,152.0235775827737,4.23562,0
420.6733049774724,150.56417938982196,4.2359,0
414.75749098097646,149.6865760152368,4.238,0
415.9499907890032,149.3144366986265,4.23147,0
412.7851411751495,147.06348025601707,4.22389,0
418.3041484780759,147.3563346654355,4.21951,0
423.37011982246537,143.26141122267126,4.18745,0
445.58114707710916,144.79833456724418,4.1712,0
477.93518336833455,155.12287368301446,4.2116,0
505.4770578083644,157.20653583868412,4.18604,0
502.9217292603357,156.60383723840718,4.17697,0
506.0808519954615,157.71955803751095,4.17642,0
509.6380818405747,154.9776541920149,4.15703,0
513.9519466393353,155.32118601993056,4.15632,0
506.93143103119263,166.36702293924478,4.25216,0
504.2168019484768,166.9743323323992,4.25415,0
492.0881285194104,165.2697303509152,4.25445,0
480.4012765309116,165.35912918091523,4.26196,0
461.27716559716856,160.93047080849018,4.25855,0
449.79705451531805,157.7633417285016,4.2528,0
442.84030755719556,156.89116521859484,4.25585,0
428.76144948242955,152.76742563035484,4.25321,0
427.4920445823374,152.0365500391693,4.24855,0
419.27142410291873,153.03645485540505,4.24838,0
419.7572785467896,150.42593431982684,4.24123,0
417.4430970812233,149.7071249982324,4.2356,0
414.4993321723427,150.06541644456894,4.23947,0
412.61881991061534,148.55699466726983,4.23894,0
414.9586325952916,148.49411846482613,4.23165,0
418.6003854798882,150.8479687536065,4.23309,0
422.7640392903343,149.9071549590635,4.22829,0
448.1305381921084,147.85173864602103,4.18595,0
478.5054328026577,156.46199817956176,4.2145,0
504.86404122375404,164.33623413057632,4.23538,0
520.9076456736245,170.13867520279362,4.24998,0
530.0099502966934,174.42922120876594,4.25311,0
533.2896439675578,175.95035661502774,4.25485,0
533.8910275841566,175.39002283235294,4.25632,0
529.4693841841553,174.32835716443637,4.25247,0
533.8597079770053,176.77480067788656,4.2526,0
528.1990964023904,178.2027414483242,4.26277,0
510.21423698963025,176.76174226650235,4.27225,0
490.5094846266749,175.04095271471135,4.27292,0
480.3268543449691,170.11626859024048,4.26467,0
474.5941621496784,169.01108056410027,4.26848,0
461.6436141649028,164.01792806204566,4.2616,0
459.0457408534865,163.4409951030454,4.25725,0
450.731680901186,162.82189948834102,4.25953,0
452.4576346314441,162.41790523128498,4.2538,0
450.1904012216295,161.31340492627476,4.25037,0
448.21790215349375,160.65198259007295,4.24347,0
451.60514415746104,161.69927498761032,4.23992,0
460.57567110475685,164.20617518961598,4.23769,0
475.0483517032787,169.46433384048115,4.2442,0
479.7770688858378,170.36509707188858,4.24945,0
498.71780998231867,173.68038182661832,4.25397,0
530.0169237425835,180.78799891156618,4.25751,0
