I_real,I_imag,V_real,V_imag
541.6159910038416,200.94816533854336,4.2736,0
521.2372239491131,193.57742857529192,4.26125,0
501.04135254619894,188.92355494928518,4.26577,0
470.4750063679873,172.73873404376437,4.27293,0
473.16504037443855,173.86382595714358,4.26019,0
465.2399357302096,173.0459667306651,4.26195,0
463.3768997936863,171.65108400937075,4.25388,0
461.3129645965986,169.72866231458198,4.2523,0
457.89361657371586,169.27529253273454,4.25313,0
454.32893969652343,167.58065835362018,4.25052,0
459.1383155575687,165.77825456602693,4.2363,0
467.1727369730678,170.73786883434138,4.24614,0
469.12948808249723,170.78374457908498,4.24662,0
486.74188802760784,173.14615814484495,4.25042,0
509.9742745578773,178.02107374737065,4.2559,0
538.0662757799297,184.31354521390085,4.2588,0
543.8415707168062,185.44854607485348,4.26085,0
543.5142512466361,186.07250194697883,4.26594,0
548.6892685445084,188.66110915631822,4.27087,0
569.5746242139966,197.9649702863731,4.2711,0
553.327348739021,192.75510041875896,4.27946,0
524.2719014041337,181.77427072634444,4.28206,0
499.17264979731607,176.8182563830048,4.27875,0
496.38642633627217,176.6140216661877,4.26967,0
493.63769182682324,180.0454915205773,4.2737,0
490.73392820261364,178.24925954076804,4.26599,0
488.3950989022509,176.07828635087478,4.25722,0
479.11436874091413,168.25049916715068,4.21957,0
474.6781252494283,174.48648438686624,4.26198,0
455.19277487363365,169.99799852892826,4.2665,0
449.87514313242826,167.50939672918997,4.26268,0
450.25232634633784,167.59973441420166,4.25988,0
443.7729926848586,165.06075711544656,4.26002,0
444.15661963521364,164.4293547096141,4.25349,0
448.115257844454,164.6371321755774,4.24131,0
452.5441341256243,168.7666459626694,4.26208,0
454.2070772990347,167.0464047277544,4.25046,0
472.5499352872082,171.85038912977572,4.25899,0
504.16977001897925,177.90625071371036,4.26157,0
522.8321620481112,181.30201585503013,4.26517,0
543.5930520533454,188.2028340921807,4.26165,0
588.5291404593501,208.01820816981055,4.26054,0
603.3024918818088,211.1572935827697,4.26496,0
597.1287951306535,210.44777596784905,4.26929,0
584.6019607980218,203.68959343105445,4.27586,0
571.3755524134305,201.81280203507225,4.28242,0
550.9992102167047,199.26860255837508,4.28911,0
534.4718372455702,194.73626739861453,4.28266,0
517.2823944558338,191.46361959139657,4.27844,0
511.3737373593414,191.01086468612021,4.2779,0
516.4277759365248,193.08120883518046,4.27272,0
534.3064849540615,198.0187176406194,4.25913,0
530.5901181916746,200.12041900402065,4.26197,0
